Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgCs,PrgPs,PrgRs,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
423,Odsonne Édouard,frFRA,"MF,FW",Crystal Palace,27-107,1998.0,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,4,7,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,Matches
424,Odsonne Édouard,frFRA,FW,Leicester City,27-107,1998.0,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches
425,Ola Aina,ngNGA,DF,Nott'ham Forest,28-207,1996.0,31,31,"2,643",29.4,2,1,3,2,0,0,2,0,0.6,0.6,0.9,1.5,56,95,55,0.07,0.03,0.1,0.07,0.1,0.02,0.03,0.05,0.02,0.05,Matches
426,Oleksandr Zinchenko,uaUKR,"DF,MF",Arsenal,28-139,1996.0,12,4,450,5.0,0,1,1,0,0,0,1,0,0.3,0.3,0.1,0.4,10,35,12,0.0,0.2,0.2,0.0,0.2,0.05,0.03,0.08,0.05,0.08,Matches
427,Oliver Scarles,engENG,DF,West Ham,19-142,2005.0,14,6,594,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,11,21,39,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
428,Oliver Skipp,engENG,MF,Leicester City,24-229,2000.0,20,7,907,10.1,0,0,0,0,0,0,7,0,0.2,0.2,0.3,0.4,15,29,18,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches
429,Ollie Watkins,engENG,FW,Aston Villa,29-124,1995.0,34,27,"2,263",25.1,15,7,22,13,2,2,2,0,14.5,13.0,2.9,15.9,50,28,143,0.6,0.28,0.87,0.52,0.8,0.58,0.12,0.7,0.52,0.63,Matches
430,Omar Marmoush,egEGY,"FW,MF",Manchester City,26-085,1999.0,13,12,998,11.1,6,0,6,6,0,0,0,0,4.8,4.8,1.7,6.5,21,29,68,0.54,0.0,0.54,0.54,0.54,0.43,0.15,0.59,0.43,0.59,Matches
431,Omari Hutchinson,engENG,"MF,FW",Ipswich Town,21-185,2003.0,27,26,"2,223",24.7,3,2,5,3,0,0,5,0,2.3,2.3,2.5,4.8,71,69,131,0.12,0.08,0.2,0.12,0.2,0.09,0.1,0.19,0.09,0.19,Matches
432,Orel Mangala,beBEL,MF,Everton,27-046,1998.0,19,14,"1,261",14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Matches
433,Oscar Bobb,noNOR,FW,Manchester City,21-295,2003.0,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches
434,Pablo Sarabia,esESP,"MF,FW",Wolves,32-357,1992.0,21,6,716,8.0,3,2,5,3,0,0,3,0,2.9,2.9,1.6,4.5,12,51,52,0.38,0.25,0.63,0.38,0.63,0.36,0.2,0.56,0.36,0.56,Matches
435,Pape Matar Sarr,snSEN,MF,Tottenham,22-231,2002.0,32,18,"1,636",18.2,3,2,5,3,0,0,6,0,3.3,3.3,1.5,4.8,29,79,50,0.17,0.11,0.28,0.17,0.28,0.18,0.08,0.27,0.18,0.27,Matches
436,Patrick Dorgu,dkDEN,DF,Manchester Utd,20-189,2004.0,8,7,585,6.5,0,0,0,0,0,0,3,1,0.4,0.4,0.4,0.8,25,21,53,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches
437,Patson Daka,zmZAM,"FW,MF",Leicester City,26-206,1998.0,20,5,647,7.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,9,8,33,0.14,0.0,0.14,0.14,0.14,0.17,0.01,0.18,0.17,0.18,Matches
438,Pau Torres,esESP,DF,Aston Villa,28-107,1997.0,20,20,"1,729",19.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,33,74,4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
439,Paul Onuachu,ngNGA,FW,Southampton,30-340,1994.0,23,11,984,10.9,4,1,5,4,0,0,4,0,3.3,3.3,0.5,3.8,7,12,39,0.37,0.09,0.46,0.37,0.46,0.3,0.04,0.35,0.3,0.35,Matches
440,Pedro Lima,brBRA,DF,Wolves,18-306,2006.0,3,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,4,11,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Matches
441,Pedro Neto,ptPOR,FW,Chelsea,25-055,2000.0,31,20,"1,923",21.4,4,4,8,4,0,0,8,0,2.8,2.8,5.4,8.2,110,56,220,0.19,0.19,0.37,0.19,0.37,0.13,0.25,0.38,0.13,0.38,Matches
442,Pedro Porro,esESP,DF,Tottenham,25-232,1999.0,31,26,"2,463",27.4,2,6,8,2,0,0,4,0,1.5,1.5,4.0,5.5,63,147,106,0.07,0.22,0.29,0.07,0.29,0.06,0.15,0.2,0.06,0.2,Matches
443,Pervis Estupiñán,ecECU,DF,Brighton,27-102,1998.0,27,23,"2,132",23.7,1,1,2,1,0,0,5,0,0.9,0.9,2.1,3.0,55,115,104,0.04,0.04,0.08,0.04,0.08,0.04,0.09,0.13,0.04,0.13,Matches
444,Phil Foden,engENG,"MF,FW",Manchester City,24-340,2000.0,26,19,"1,693",18.8,7,2,9,7,0,0,2,0,5.1,5.1,4.7,9.8,47,95,119,0.37,0.11,0.48,0.37,0.48,0.27,0.25,0.52,0.27,0.52,Matches
445,Philip Billing,dkDEN,MF,Bournemouth,28-326,1996.0,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82,Matches
446,Radu Drăgușin,roROU,DF,Tottenham,23-089,2002.0,16,14,"1,252",13.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,7,37,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
447,Raheem Sterling,engENG,"FW,MF",Arsenal,30-146,1994.0,15,6,432,4.8,0,2,2,0,0,0,1,0,1.3,1.3,0.5,1.8,25,17,71,0.0,0.42,0.42,0.0,0.42,0.27,0.1,0.37,0.27,0.37,Matches
448,Ramón Sosa,pyPAR,"FW,MF",Nott'ham Forest,25-245,1999.0,18,1,270,3.0,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.5,12,5,15,0.33,0.0,0.33,0.33,0.33,0.33,0.16,0.5,0.33,0.5,Matches
449,Rasmus Højlund,dkDEN,FW,Manchester Utd,22-088,2003.0,29,20,"1,744",19.4,4,0,4,4,0,0,2,0,3.8,3.8,1.3,5.1,26,16,83,0.21,0.0,0.21,0.21,0.21,0.2,0.06,0.26,0.2,0.26,Matches
450,Rayan Aït-Nouri,dzALG,DF,Wolves,23-331,2001.0,34,34,"2,865",31.8,4,7,11,4,0,0,7,1,2.6,2.6,4.7,7.3,79,100,158,0.13,0.22,0.35,0.13,0.35,0.08,0.15,0.23,0.08,0.23,Matches
451,Raúl Jiménez,mxMEX,FW,Fulham,33-363,1991.0,34,26,"2,134",23.7,10,3,13,7,3,3,4,0,11.2,8.8,2.9,11.7,32,55,117,0.42,0.13,0.55,0.3,0.42,0.47,0.12,0.59,0.37,0.49,Matches
452,Reece James,engENG,"DF,MF",Chelsea,25-146,1999.0,15,10,835,9.3,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,6,51,9,0.11,0.0,0.11,0.11,0.11,0.03,0.06,0.09,0.03,0.09,Matches
453,Reiss Nelson,engENG,FW,Fulham,25-144,1999.0,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.2,0.18,0.39,0.2,0.39,Matches
454,Reiss Nelson,engENG,FW,Arsenal,25-144,1999.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
455,Remy Rees-Dottin,engENG,FW,Bournemouth,19-058,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
456,Renato Veiga,ptPOR,"DF,MF",Chelsea,21-278,2003.0,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
457,Ricardo Pereira,ptPOR,DF,Leicester City,31-209,1993.0,8,4,342,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,14,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
458,Riccardo Calafiori,itITA,DF,Arsenal,22-349,2002.0,17,11,925,10.3,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,21,54,29,0.19,0.1,0.29,0.19,0.29,0.08,0.03,0.11,0.08,0.11,Matches
459,Richarlison,brBRA,FW,Tottenham,27-358,1997.0,12,3,408,4.5,4,1,5,4,0,0,2,0,3.6,3.6,0.9,4.5,8,10,19,0.88,0.22,1.1,0.88,1.1,0.78,0.2,0.98,0.78,0.98,Matches
460,Rico Henry,engENG,DF,Brentford,27-299,1997.0,3,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
461,Rico Lewis,engENG,"DF,MF",Manchester City,20-163,2004.0,27,20,"1,818",20.2,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,36,104,68,0.05,0.1,0.15,0.05,0.15,0.07,0.02,0.08,0.07,0.08,Matches
462,Robert Sánchez,esESP,GK,Chelsea,27-166,1997.0,28,28,"2,520",28.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
463,Robin Olsen,seSWE,GK,Aston Villa,35-115,1990.0,3,1,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
464,Rodri,esESP,MF,Manchester City,28-315,1996.0,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
465,Rodrigo Bentancur,uyURU,MF,Tottenham,27-312,1997.0,23,19,"1,518",16.9,2,0,2,2,0,0,7,0,1.3,1.3,0.4,1.7,26,99,34,0.12,0.0,0.12,0.12,0.12,0.08,0.03,0.1,0.08,0.1,Matches
466,Rodrigo Gomes,ptPOR,"DF,FW",Wolves,21-300,2003.0,22,6,672,7.5,2,0,2,2,0,0,0,0,0.6,0.6,0.9,1.5,22,25,65,0.27,0.0,0.27,0.27,0.27,0.08,0.12,0.2,0.08,0.2,Matches
467,Rodrigo Muniz,brBRA,FW,Fulham,23-364,2001.0,31,8,964,10.7,8,1,9,8,0,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,Matches
468,Romain Esse,engENG,MF,Crystal Palace,19-355,2005.0,4,0,34,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.5,0,1,6,2.65,0.0,2.65,2.65,2.65,0.83,0.35,1.17,0.83,1.17,Matches
469,Roman Dixon,engENG,DF,Everton,20-128,2004.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
470,Roméo Lavia,beBEL,MF,Chelsea,21-117,2004.0,12,9,607,6.7,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,3,23,6,0.0,0.15,0.15,0.0,0.15,0.03,0.11,0.14,0.03,0.14,Matches
471,Ronnie Edwards,engENG,DF,Southampton,22-036,2003.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
472,Ross Barkley,engENG,MF,Aston Villa,31-149,1993.0,17,3,563,6.3,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,33,9,0.48,0.16,0.64,0.48,0.64,0.27,0.1,0.37,0.27,0.37,Matches
473,Ross Stewart,sctSCO,FW,Southampton,28-296,1996.0,8,2,241,2.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,1,6,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches
474,Ryan Christie,sctSCO,MF,Bournemouth,30-070,1995.0,29,27,"2,117",23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.09,0.13,0.21,0.09,0.21,0.08,0.15,0.23,0.08,0.23,Matches
475,Ryan Fraser,sctSCO,"FW,DF",Southampton,31-068,1994.0,8,4,306,3.4,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,10,8,18,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
476,Ryan Gravenberch,nlNED,MF,Liverpool,22-352,2002.0,34,34,"2,921",32.5,0,4,4,0,0,0,5,0,1.0,1.0,2.9,3.9,65,168,54,0.0,0.12,0.12,0.0,0.12,0.03,0.09,0.12,0.03,0.12,Matches
477,Ryan Manning,ieIRL,"DF,MF",Southampton,28-323,1996.0,22,17,"1,369",15.2,0,1,1,0,0,0,2,0,0.3,0.3,3.0,3.4,13,32,70,0.0,0.07,0.07,0.0,0.07,0.02,0.2,0.22,0.02,0.22,Matches
478,Ryan Sessegnon,engENG,"FW,DF",Fulham,24-350,2000.0,12,5,414,4.6,4,2,6,4,0,0,0,0,1.6,1.6,0.9,2.5,12,14,47,0.87,0.43,1.3,0.87,1.3,0.34,0.19,0.54,0.34,0.54,Matches
479,Ryan Trevitt,engENG,MF,Brentford,22-052,2003.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
480,Ryan Yates,engENG,MF,Nott'ham Forest,27-163,1997.0,31,18,"1,859",20.7,2,1,3,2,0,0,9,0,2.3,2.3,1.1,3.4,17,47,14,0.1,0.05,0.15,0.1,0.15,0.11,0.06,0.17,0.11,0.17,Matches
481,Rúben Dias,ptPOR,DF,Manchester City,27-354,1997.0,24,22,"2,001",22.2,0,0,0,0,0,0,4,0,1.4,1.4,0.3,1.7,35,122,6,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches
482,Sam Johnstone,engENG,GK,Wolves,32-039,1993.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
483,Sam Morsy,egEGY,MF,Ipswich Town,33-235,1991.0,29,27,"2,419",26.9,1,1,2,1,0,0,9,0,0.3,0.3,0.8,1.2,14,103,9,0.04,0.04,0.07,0.04,0.07,0.01,0.03,0.04,0.01,0.04,Matches
484,Sammie Szmodics,ieIRL,"FW,MF",Ipswich Town,29-221,1995.0,19,13,979,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.0,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches
485,Samuel Amo-Ameyaw,engENG,"FW,DF",Southampton,18-289,2006.0,2,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.29,0.07,0.29,Matches
486,Samuel Edozie,engENG,"DF,FW",Southampton,22-095,2003.0,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
487,Sander Berge,noNOR,MF,Fulham,27-078,1998.0,27,23,"2,017",22.4,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,27,110,8,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches
488,Sandro Tonali,itITA,MF,Newcastle Utd,24-360,2000.0,32,24,"2,270",25.2,3,2,5,3,0,0,5,0,3.6,3.6,1.4,5.0,33,113,47,0.12,0.08,0.2,0.12,0.2,0.14,0.05,0.2,0.14,0.2,Matches
489,Santiago Bueno,uyURU,DF,Wolves,26-175,1998.0,28,18,"1,683",18.7,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,28,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
490,Saša Lukić,rsSRB,MF,Fulham,28-263,1996.0,27,25,"2,079",23.1,0,2,2,0,0,0,12,0,1.0,1.0,2.6,3.6,37,87,29,0.0,0.09,0.09,0.0,0.09,0.04,0.11,0.16,0.04,0.16,Matches
491,Scott McTominay,sctSCO,MF,Manchester Utd,28-146,1996.0,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches
492,Sean Longstaff,engENG,MF,Newcastle Utd,27-185,1997.0,24,8,797,8.9,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,40,22,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches
493,Sepp van den Berg,nlNED,DF,Brentford,23-134,2001.0,27,25,"2,226",24.7,0,0,0,0,0,0,2,0,1.6,1.6,0.2,1.8,9,68,27,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.07,0.07,Matches
494,Sergio Reguilón,esESP,DF,Tottenham,28-138,1996.0,3,0,123,1.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,12,10,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches
495,Shumaira Mheuka,engENG,MF,Chelsea,17-195,2007.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,5.06,5.06,5.06,Matches
496,Simon Adingra,ciCIV,"FW,MF",Brighton,23-122,2002.0,25,9,888,9.9,2,1,3,2,0,0,0,0,2.2,2.2,1.8,4.0,35,14,114,0.2,0.1,0.3,0.2,0.3,0.22,0.18,0.4,0.22,0.4,Matches
497,Solly March,engENG,"FW,MF",Brighton,30-287,1994.0,8,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.19,0.05,0.19,Matches
498,Son Heung-min,krKOR,FW,Tottenham,32-299,1992.0,28,23,"2,004",22.3,7,9,16,6,1,2,1,0,7.0,5.4,8.2,13.7,87,104,259,0.31,0.4,0.72,0.27,0.67,0.31,0.37,0.68,0.24,0.61,Matches
499,Stefan Ortega,deGER,GK,Manchester City,32-178,1992.0,13,12,"1,100",12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
500,Stephy Mavididi,engENG,FW,Leicester City,26-337,1998.0,30,16,"1,615",17.9,4,1,5,4,0,0,2,0,1.8,1.8,2.6,4.4,91,57,138,0.22,0.06,0.28,0.22,0.28,0.1,0.15,0.25,0.1,0.25,Matches
501,Sven Botman,nlNED,DF,Newcastle Utd,25-111,2000.0,4,3,232,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
502,Sávio,brBRA,"FW,MF",Manchester City,21-023,2004.0,27,21,"1,734",19.3,1,8,9,1,0,0,3,0,4.9,4.9,6.8,11.6,133,66,239,0.05,0.42,0.47,0.05,0.47,0.25,0.35,0.6,0.25,0.6,Matches
503,Séamus Coleman,ieIRL,DF,Everton,36-204,1988.0,3,2,197,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,8,2,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches
504,Taiwo Awoniyi,ngNGA,FW,Nott'ham Forest,27-264,1997.0,25,3,408,4.5,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.22,0.0,0.22,0.22,0.22,0.47,0.02,0.49,0.47,0.49,Matches
505,Takehiro Tomiyasu,jpJPN,DF,Arsenal,26-179,1998.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,Matches
506,Tariq Lamptey,ghGHA,DF,Brighton,24-215,2000.0,13,9,765,8.5,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,25,12,40,0.24,0.24,0.47,0.24,0.47,0.05,0.09,0.14,0.05,0.14,Matches
507,Taylor Harwood-Bellis,engENG,DF,Southampton,23-093,2002.0,31,29,"2,564",28.5,1,0,1,1,0,0,8,0,1.7,1.7,1.0,2.7,28,116,9,0.04,0.0,0.04,0.04,0.04,0.06,0.03,0.1,0.06,0.1,Matches
508,Thiago,brBRA,FW,Brentford,23-311,2001.0,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.11,0.07,0.11,Matches
509,Thomas Partey,ghGHA,"MF,DF",Arsenal,31-324,1993.0,31,27,"2,437",27.1,4,2,6,4,0,0,4,0,2.0,2.0,1.9,4.0,31,165,45,0.15,0.07,0.22,0.15,0.22,0.07,0.07,0.15,0.07,0.15,Matches
510,Tim Iroegbunam,engENG,MF,Everton,21-307,2003.0,16,5,566,6.3,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,14,9,0.0,0.16,0.16,0.0,0.16,0.04,0.03,0.07,0.04,0.07,Matches
511,Timo Werner,deGER,"FW,MF",Tottenham,29-058,1996.0,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,30,89,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,Matches
512,Timothy Castagne,beBEL,DF,Fulham,29-149,1995.0,23,17,"1,625",18.1,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,61,67,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.09,0.02,0.09,Matches
513,Toby Collyer,engENG,MF,Manchester Utd,21-120,2004.0,6,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches
514,Tom Cairney,sctSCO,MF,Fulham,34-103,1991.0,22,2,494,5.5,1,0,1,1,0,0,3,1,0.2,0.2,1.0,1.2,14,47,29,0.18,0.0,0.18,0.18,0.18,0.04,0.17,0.21,0.04,0.21,Matches
515,Tommy Doyle,engENG,MF,Wolves,23-198,2001.0,24,3,488,5.4,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.1,6,40,4,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2,Matches
516,Tomáš Souček,czCZE,MF,West Ham,30-065,1995.0,31,26,"2,251",25.0,8,1,9,8,0,0,8,0,5.9,5.9,1.0,7.0,6,68,62,0.32,0.04,0.36,0.32,0.36,0.24,0.04,0.28,0.24,0.28,Matches
517,Tosin Adarabioyo,engENG,DF,Chelsea,27-221,1997.0,20,13,"1,229",13.7,1,1,2,1,0,0,3,0,0.9,0.9,0.2,1.1,5,37,1,0.07,0.07,0.15,0.07,0.15,0.07,0.02,0.08,0.07,0.08,Matches
518,Toti Gomes,ptPOR,DF,Wolves,26-107,1999.0,28,27,"2,344",26.0,0,1,1,0,0,0,6,0,0.7,0.7,0.9,1.7,21,67,15,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.06,0.03,0.06,Matches
519,Trent Alexander-Arnold,engENG,DF,Liverpool,26-208,1998.0,30,27,"2,240",24.9,3,6,9,3,0,0,5,0,1.8,1.8,6.7,8.5,49,211,87,0.12,0.24,0.36,0.12,0.36,0.07,0.27,0.34,0.07,0.34,Matches
520,Trevoh Chalobah,engENG,DF,Chelsea,25-302,1999.0,11,9,746,8.3,0,1,1,0,0,0,1,0,0.7,0.7,1.2,1.9,4,34,2,0.0,0.12,0.12,0.0,0.12,0.09,0.14,0.23,0.09,0.23,Matches
521,Trevoh Chalobah,engENG,DF,Crystal Palace,25-302,1999.0,12,12,"1,060",11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,Matches
522,Tyler Adams,usUSA,MF,Bournemouth,26-078,1999.0,24,17,"1,620",18.0,0,3,3,0,0,0,7,0,1.6,1.6,0.9,2.5,12,61,9,0.0,0.17,0.17,0.0,0.17,0.09,0.05,0.14,0.09,0.14,Matches
523,Tyler Dibling,engENG,"FW,MF",Southampton,19-052,2006.0,30,18,"1,697",18.9,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,67,60,90,0.11,0.0,0.11,0.11,0.11,0.13,0.08,0.22,0.13,0.22,Matches
524,Tyler Fredricson,engENG,DF,Manchester Utd,20-069,2005.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
525,Tyrell Malacia,nlNED,DF,Manchester Utd,25-259,1999.0,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
526,Tyrick Mitchell,engENG,DF,Crystal Palace,25-244,1999.0,34,34,"2,852",31.7,0,4,4,0,0,0,2,0,1.2,1.2,5.6,6.8,56,62,160,0.0,0.13,0.13,0.0,0.13,0.04,0.18,0.22,0.04,0.22,Matches
527,Tyrique George,engENG,FW,Chelsea,19-088,2006.0,7,0,103,1.1,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,2,18,0.87,0.87,1.75,0.87,1.75,0.17,0.63,0.8,0.17,0.8,Matches
528,Tyrone Mings,engENG,DF,Aston Villa,32-051,1993.0,13,11,"1,051",11.7,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,6,39,0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches
529,Valentino Livramento,engENG,DF,Newcastle Utd,22-172,2002.0,33,28,"2,480",27.6,0,1,1,0,0,0,1,0,0.2,0.2,2.3,2.6,72,136,91,0.0,0.04,0.04,0.0,0.04,0.01,0.08,0.09,0.01,0.09,Matches
